ContractingOfficeID,pNoEffComp,pEffComp,pPlatEnC,pPlatFnC,pPlatOther,pPlatLand,pPlatWnA,pPaltMnS,pPlatAir,pPlatVessel,pProducts,pServices,pRnD,pPscEnC,pPscOther,pPscFuels,pPscICT,pPscFRSnC,pPscPAMS,pPscERS,pPscEngines,pPscLnM,pPscMED,pPscMnS,pPscAir,pPscLand,pPscRnD,pPscShips,pPscCloth,pPriceFixed,pPriceTime,pPriceCost,pPriceOther,pFeeNone,pFeeRedermination,pFeeEPA,pFeeFixed,pFeeAward,pFeeIncentive,pFeeEffort,pIDV,pAward,pVehFSS,pVehSAC,pVehBPA,pVehPur,pVehDef,pVehMAC,pVehOIDV,pNoCompOther,pNoCompFollowOn,pNoComp1Source,pComp1Offer,pCompNo Comp. (Unlabeled),pComp2Offers,pComp3or4Offers,pComp5pOffers,wavOffers,avOffers,lwavOffers,lavOffers,TotalValue,TotalCount,avSize,lavSize,MaxAnnualValue,Exclude,ExcludeLow,ExcludeHigh
N00232,0.59234027,0.40765973,0.184399475,0.209596832,0.59999233,0.002471444,0,0,0.003487165,5.28E-05,0.904567487,0.094917626,0.000514887,0.161293908,0.196331246,0.000523881,0.020400009,0.004624059,0.013780945,0.020936013,0.001706264,0,0.0351766,0.001215395,0.003487165,0.002471444,0.000514887,5.28E-05,0.537485428,0.999406326,0.000526138,6.75E-05,0,0.999862689,0,0,0,0.000137311,0,0,0.69067163,0.30932837,0.650192947,0.009453633,0,0.310948515,0.001094076,0.023742512,0.004568317,0.049193286,8.72E-05,0.183806067,0.333069125,0.026062075,0.10282669,0.248053374,0.056902166,2.384018019,4.305660377,1.101271156,1.466582041,85321753.22,5449,15658.24064,0.098035153,13833601.92,FALSE,FALSE,TRUE
N00242,0.463936393,0.536063607,0.205567605,0.511289329,0.069841322,0.041698719,0.07931047,0,0.016805833,0.075486722,0.853694208,0.146305792,0,0.077279011,0.532573381,0.000921123,0.122781173,0.004703266,0.017317096,0.001504257,0.03460127,0.078580566,0,0.00043652,0.004673532,0.024604361,0,0.075486722,0.024537723,0.983186061,0.005366975,0.011446964,0,0.996319531,0,0,0,0.003680469,0,0,0.982826666,0.017173334,0.790519335,0.1713692,0.015597336,0.005065236,0.012293904,0.005154988,0,0.008686452,0,0.188812544,0.26625581,0,0.019544663,0.496556094,0.020144437,2.555594576,4.6015625,1.179055927,1.464357537,46752943.76,1838,25436.85732,0.13144071,9373519.975,FALSE,FALSE,TRUE
N00244,0.510048197,0.489951803,0.249593677,0.164299364,0.531409309,0.011277161,0.003495132,0.000366353,0.010113553,0.029445451,0.219615313,0.761795769,0.018588919,0.053735559,0.092780332,0.000806227,0.191109308,0.085892187,0.437079814,0.034677997,0.006331776,0.003271609,0.013036463,0.00097846,0.009651183,0.007847593,0.018588919,0.014836572,0.029376002,0.563263807,0.104655817,0.331592315,0.000488061,0.692076199,3.97E-06,2.67E-05,0.283390701,0.024011795,2.58E-06,0.000488061,0.671558135,0.328441865,0.152007838,0.307428184,2.18E-05,0.111428012,0.217299546,0.208453914,0.003360665,0.091342015,0.002955491,0.149338216,0.251488765,0.014341257,0.117700921,0.225766578,0.147066757,4.224428909,9.090909091,1.367039668,1.754899986,4581541301,49221,93081.02845,0.102027635,873908615.2,FALSE,FALSE,FALSE
N00253,0.555442449,0.444557551,0.421707453,0.056179541,0.38345314,0.002558775,0.08654408,0.000424699,0.005639561,0.04349275,0.541479274,0.410047914,0.048472812,0.382817918,0.055188768,0.000154113,0.032703856,0.008823065,0.351418665,0.017087385,0.007291745,0.077137582,1.49E-05,0.002037304,0.005617846,0.001222119,0.048472812,0.008822583,0.001189296,0.526136239,0.043887137,0.429950408,2.62E-05,0.589399705,0,1.70E-05,0.32156172,0.088995316,0,2.62E-05,0.770399377,0.229600623,0.02393155,0.402035382,0.00071617,0.094553011,0.1350885,0.343462517,0.00021287,0.023233866,0.000199673,0.288140749,0.240342266,0.003284486,0.130499334,0.15515768,0.159141945,5.12778806,6.269461078,1.40379958,1.710372652,1591594589,12439,127951.9728,0.263284704,297498668.4,FALSE,FALSE,FALSE
N00259,0.739379735,0.260620265,0.124285214,0.159431363,0.713361765,0.00140927,0.000385766,0,0.001034407,9.22E-05,0.800066384,0.197949255,0.00198436,0.091032466,0.101285527,0.000272792,0.029298046,0.009729286,0.060848747,0.060854774,0.000323738,0.000316098,0.037218402,0.000641888,0.001034407,0.001358472,0.00198436,9.22E-05,0.603708781,0.9998274,3.74E-05,0.000135207,0,0.998939396,0,0.000646303,0,0.000398672,1.56E-05,0,0.502956598,0.497043402,0.352233521,0.107463316,2.15E-06,0.494181813,0.007788393,0.011910677,0.026420128,0.133822473,0.00607829,0.083687762,0.474573244,0.041278561,0.105638803,0.107253532,0.047667334,2.043235823,5.584710744,0.965077767,1.566864917,583488767.9,28866,20213.70359,0.041391153,70851264.41,FALSE,FALSE,FALSE
N00281,0.755811375,0.244188625,0.411580324,0.408390413,0.166528095,0,0.003920507,0,0.009580661,0,0.804037682,0.195962318,0,0.334528694,0.414664064,0,0.030908653,0.011735311,0.083194568,0.070123787,0,0.003920507,0,0,0.009580661,0,0,0,0.041343755,1,0,0,0,0.993771693,0,0,0,0.006228307,0,0,0.977134875,0.022865125,0.904760379,0.008099494,0.010980628,0,0.023039321,0.023409189,0.029710989,0.003250688,0.040691079,0.159999966,0.551352119,0,0.02101498,0.208918806,0.014772362,1.754504458,4.246153846,0.922007675,1.443683905,7728341.855,445,17367.06035,0.373444908,1897494.24,FALSE,FALSE,TRUE
N0031A,1,0,0.169839815,0.440849791,0.305598629,0.070368652,0,0,0.013343114,0,0.957001808,0.042998192,0,0.110669247,0.517333713,0,0,0,0,0.042998192,0.086541027,0,0,0,0,0.013343114,0,0,0.229114707,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,588288.5797,52,11313.24192,0.696797594,307107.8263,TRUE,TRUE,TRUE
N00383,0.957118992,0.042881008,0.124457448,0.048651116,0.032671464,0.010482848,0.017267909,0.002683928,0.761894246,0.001891042,0.996708421,0.00326306,2.85E-05,0.114926405,0.076282484,4.85E-05,0,0.001179739,0.001517208,0.000566112,0.269669781,0.006231621,0,0.003292196,0.508951116,0.015419066,2.85E-05,0.001855515,3.17E-05,0.968907551,6.51E-05,0.031026323,1.07E-06,0.946048837,0.002858558,4.26E-05,0.018506505,7.41E-06,0.032535061,1.07E-06,0.912526832,0.087473168,0.00080151,0.80466964,0,0.027373921,0.06032599,0.062414762,0.044414177,0.088040282,0.000894959,0.800149696,0.062613715,0.008316976,0.031250637,0.005548404,0.00318533,1.637512418,6.140762463,0.904924885,1.767903753,22566633042,59432,379705.0922,0.058960726,2845082476,FALSE,FALSE,FALSE
N00406,0.565016842,0.434983158,0.149484557,0.330696185,0.446621993,0.014539201,0.004826877,0.000100168,0.00311781,0.050613209,0.551396706,0.448578419,2.49E-05,0.086369721,0.363107226,0.000747834,0.043944055,0.065946392,0.218575642,0.115548392,0.017415984,0.000959668,0.004563938,0.003895978,0.002654731,0.008802963,2.49E-05,0.040565846,0.026876755,0.791090913,0.082922634,0.125982068,4.39E-06,0.871949419,0,0.001976609,0.093768997,0.032277086,2.35E-05,4.39E-06,0.399694809,0.600305191,0.090498307,0.218287679,0.000510493,0.471848044,0.128902435,0.076584097,0.013368945,0.121951948,0.005707205,0.171208582,0.219994625,0.043549404,0.184685357,0.135080134,0.117822745,3.039718034,6.784165881,1.22652979,1.746422649,1731996654,102401,16913.86465,0.022838017,253285536.3,FALSE,FALSE,FALSE
N00421,0.634443169,0.365556831,0.270276849,0.013171082,0.523500652,0.001435283,0.004820194,0.01559528,0.17113275,6.79E-05,0.168322698,0.664900628,0.166776674,0.07089744,0.011890668,1.18E-05,0.076732162,0.00256139,0.480440332,0.105159537,0.008519953,0.004585687,7.21E-06,0.010060709,0.057512492,0.001290977,0.166776674,6.72E-05,0.00348579,0.214191187,0.04491899,0.740776273,0.000113549,0.291915532,0,0.001445745,0.654295107,0.033864016,0.018366052,0.000113549,0.686507242,0.313492758,0.018384844,0.291188152,0.000668376,0.014603671,0.298895064,0.368973307,0.007286585,0.021671316,0.00304468,0.191491895,0.40600163,0.009798252,0.160688581,0.102421766,0.104881879,2.900782285,7.364108482,1.095670397,1.675119802,19650136688,27489,714836.3596,0.30089673,2217651619,FALSE,FALSE,FALSE
N00600,0.605833224,0.394166776,0.178648317,0.053565144,0.741442387,0.000960284,0.000865121,0,0.024518747,0,0.133951275,0.859984502,0.006064223,0.065664054,0.041826435,0.00100126,0.099423296,0.006006024,0.594393776,0.135561937,0.000675227,0,0.02459947,0.000207157,0.016948506,0.000285057,0.006064223,0,0.007343579,0.841441596,0.012491361,0.146067043,0,0.853932957,0,0,0.146067043,0,0,0,0.643354434,0.356645566,0.267745226,0.372417622,0,0.101450409,0.255195157,0.003191586,0,0.06576835,0,0.148811396,0.265175807,0.068474227,0.106974901,0.067243619,0.2775517,3.291428346,2.52173913,1.307876506,1.170129925,30306244.98,215,140959.279,0.400844442,30225385.53,FALSE,FALSE,TRUE
N00604,0.305241742,0.694758258,0.150897329,0.636957275,0.184752703,0.010373764,0.000696179,8.16E-06,0.001800365,0.01451423,0.18049786,0.818975752,0.000526388,0.049852256,0.099990909,0.003611539,0.095431243,0.553219666,0.102105426,0.040539006,0.002513972,0.000529523,0.027680411,0.000242271,0.001365187,0.006273932,0.000526388,0.00970573,0.006412542,0.645053713,0.009102167,0.345844121,0,0.560768336,0,0.004361085,0.014058865,0.259829752,0.160981962,0,0.430803285,0.569196715,0.075616381,0.295977386,0.012341219,0.198650038,0.370920905,0.039185557,0.007308514,0.091481636,0.002663194,0.057631991,0.127465738,0.019857304,0.13698968,0.524337488,0.039572969,3.415741031,5.676821192,1.393944209,1.632857946,1562896531,24218,64534.50042,0.12667134,189789809.6,FALSE,FALSE,FALSE
N00620,0.465470152,0.534529848,0.023622991,0.684163917,0,0,0,0,0.292213092,0,0.729659623,0.270340377,0,0.023622991,0.41382354,0,0,0.270340377,0,0,0,0,0,0,0.292213092,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.725246707,0.274753293,0,0,0,0,0,0.144060581,0,0,0.329007699,0,0.280823537,0.246108183,0,1.919304462,2.4,1.029081232,1.183674658,346838.3107,16,21677.39442,3.384808686,126616.9639,TRUE,TRUE,TRUE
N00621,0.234072961,0.765927039,0,0.306737234,0.693262766,0,0,0,0,0,0.31827637,0.031621349,0.650102281,0,0.306737234,0,0,0,0.031621349,0,0,0,0,0,0,0,0.650102281,0,0.011539135,1,0,0,0,1,0,0,0,0,0,0,0.349897719,0.650102281,0.31827637,0,0.031621349,0,0.650102281,0,0,0,0,0,0.234072961,0,0,0.765927039,0,2.531854078,1.909090909,1.224047348,1.008214081,420981.404,47,8957.05115,1.375343205,189678.3466,TRUE,TRUE,TRUE
N00948,0.074763887,0.925236113,0.07319924,0.907060122,0.019740638,0,0,0,0,0,0.990153804,0.009846196,0,0.07319924,0.916954565,0,0,0.009846196,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.917326944,0,0.082673056,0,0,0,0,0.858867573,0.141132427,0.858867573,0,0,0.141132427,0,0,0,0,0,0.067732863,0.007031023,0,0,0.925236113,0,2.98491629,2.818181818,1.381066746,1.323280981,605847.4903,55,11015.40892,1.018884138,277160.446,TRUE,TRUE,TRUE
N00950,0.132702738,0.867297262,0.639409978,0.344780825,0,0.004115442,0.011693755,0,0,0,0.592329819,0.407670181,0,0.380354322,0.1961663,0,0,0.089052223,0.261450988,0.057166971,0,0.011693755,0,0,0,0.004115442,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.087796059,0.004996338,0,0.002924164,0.904283439,0,2.985839964,2.4,1.38157565,1.190128511,1816867.261,105,17303.49772,0.367811867,1040862.105,TRUE,TRUE,TRUE
N0463A,0.49744713,0.50255287,0.098980269,0.183930476,0.660550351,0.000458382,0,0,0.000791385,0.055289136,0.38861082,0.427813453,0.183575727,0.05198858,0.265773234,0,0.045283191,0.001563611,0.356516817,0.024449833,0.001222442,0,0,0.000621252,0.000791385,0,0.183575727,0.055289136,0.01292479,0.678799746,0.025171942,0.293875579,0.002152734,0.890524612,0,0,0.107322654,0,0,0.002152734,0.251442972,0.748557028,0.175370597,0.00362612,0.000632223,0.369908273,0.378648755,0.006798533,0.065015499,0.02972803,0.000330624,0.223150465,0.223331156,0.011834772,0.125013813,0.064635756,0.321975384,10.23705319,9.633986928,1.836242335,1.787483622,31384904.04,1061,29580.49391,0.702337334,4914639.184,FALSE,FALSE,TRUE
N0464A,0.646479222,0.353520778,0.352352848,0.319733002,0.288376987,0.026384381,0.0127348,0,0,0.000417982,0.843016213,0.156983787,0,0.319620055,0.426483812,0,0.001870738,0.000609432,0.149843836,0.00465978,0.030974688,0.011067618,0,0,0,0.026203364,0,0.000417982,0.028248694,0.884081746,0.115918254,0,0,1,0,0,0,0,0,0,0.814376362,0.185623638,0.807746149,0,0,0.176574391,0.013062293,0.001367042,0.001250125,0.000213886,0,0.107209604,0.494509853,0.058998531,0.007513364,0.328382285,0.003172478,1.835294339,2.416666667,0.976682711,1.107728961,28922052.06,789,36656.59323,0.238518999,12447910.18,FALSE,FALSE,TRUE
N0534A,0.447225742,0.552774258,0.523804752,0.345611135,0.038273952,0.036300407,0,0,0.041133554,0.0148762,0.95460299,0.04539701,0,0.490118972,0.376230304,0,0.013871841,0,0.007654783,0.023870386,0.019813939,0,0,0,0.017263168,0.036300407,0,0.0148762,0,1,0,0,0,1,0,0,0,0,0,0,0.992836117,0.007163883,0.949879974,0.03037705,0.010012123,0,0.007501518,0.002229335,0,0.05461874,0,0.01697186,0.375635143,0,0.153656,0.192495154,0.206623103,3.6980453,7.756097561,1.283401193,1.898940296,3706187.332,417,8887.739406,0.190480396,875858.4189,TRUE,TRUE,TRUE
N0580A,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,6481.471973,1,6481.471973,8.776857194,6481.471973,TRUE,TRUE,TRUE
N0610A,0.923054901,0.076945099,0.071642664,0.562988795,0.092299457,0.127756965,0.063971775,0,0,0.081340344,1,0,0,0.071642664,0.562988795,0,0,0,0,0,0.083188084,0.063971775,0,0,0,0.044568881,0,0.081340344,0.092299457,1,0,0,0,1,0,0,0,0,0,0,0.986156523,0.013843477,0.985170903,0,0,0,0.014829097,0,0,0.01565684,0.01814352,0.357148593,0.486480173,0.044438684,0.011228551,0.03288405,0.034019588,1.47435962,3.96,0.821684643,1.340319514,2029736.986,167,12154.11369,0.509865414,572768.4424,TRUE,TRUE,TRUE
N0612A,0.263995035,0.736004965,0.273718969,0.458278885,0.256735231,0.011266915,0,0,0,0,1,0,0,0.273718969,0.694734918,0,0,0,0,0,0.011266915,0,0,0,0,0,0,0,0.020279198,1,0,0,0,1,0,0,0,0,0,0,1,0,0.984011853,0.01154132,0.002447148,0,0,0.001999679,0,0.111003282,0,0.093681947,0.059309805,0,0.045267892,0.644334388,0.046402686,4.497087582,8.307692308,1.428786267,1.649857595,1763056.343,118,14941.15545,0.719716585,541940.2014,TRUE,TRUE,TRUE
N0621A,0.795529773,0.204470227,0.35152645,0.453269024,0.195204526,0,0,0,0,0,0.998406358,0.001593642,0,0.35152645,0.482797338,0,0,0,0.001593642,0,0,0,0,0,0,0,0,0,0.16408257,1,0,0,0,1,0,0,0,0,0,0,1,0,0.987069537,0.012930463,0,0,0,0,0,0,0,0,0.795529773,0,0,0.204470227,0,1.408940454,1.857142857,0.834875142,0.990210258,1893324.824,96,19722.13359,0.530510176,968565.1293,TRUE,TRUE,TRUE
N0622A,0.989699468,0.010300532,0.007514432,0.006330164,0.986020192,0.000117571,0,0,1.76E-05,0,0.008129123,0.991870877,0,0.003019284,0.003999298,0,0.004465913,0.002516774,0.984646962,0.000164847,0,0,7.64E-05,0,1.76E-05,0.000117571,0,0,0.000975329,0.999827741,0,0.000172259,0,0.99974346,0,0,8.18E-05,7.57E-05,9.91E-05,0,0.990681186,0.009318814,0.013491094,0.907792235,1.37E-05,0,0.009868314,0.000927036,0.067907642,0.507172776,4.42E-05,0.468757063,0.013210711,0.000514536,3.65E-05,0.008822846,0.001441376,3.009672704,3.985074627,1.14037817,1.341598729,555791385.9,10828,51329.08995,0.067551145,64573562.42,FALSE,FALSE,FALSE
N0763A,0.299813176,0.700186824,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.834583958,0,0,0,0.165416042,0,0,0,0.299813176,0,0,0,0.165416042,0.534770782,12.92880746,12.75,2.49138513,2.471483598,466731.1483,8,58341.39353,5.733904049,159447.0806,TRUE,TRUE,TRUE
N09191,1,0,0.673572644,0.245138065,0.081289291,0,0,0,0,0,1,0,0,0.673572644,0.245138065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081289291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.910165324,0.089834676,0.906218844,0,0,0,0.093781156,0,0,0.089834676,0,0,0.910165324,0,0,0,0,1,1,0.693147181,0.693147181,129547.993,11,11777.09028,2.009392983,79629.03226,TRUE,TRUE,TRUE
N09281,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,22478.1176,1,22478.1176,10.02034205,22478.1176,TRUE,TRUE,TRUE
N09296,0.112906443,0.887093557,0,0,1,0,0,0,0,0,0.112906443,0.887093557,0,0,0.112906443,0,0,0,0.887093557,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.112906443,0.887093557,0,0,0,0,0,0,0,0.112906443,0,0,0,0,0.887093557,7,7,2.079441542,2.079441542,67906.50226,21,3233.642965,0.979369104,51209.32755,TRUE,TRUE,TRUE
N09520,0.978657018,0.021342982,0.004426412,0.102090721,0.01186679,0.800949441,0.006296719,0,0.074369917,0,1,0,0,0.004426412,0.111548876,0,0,0,0,0,0.793833506,0.006296719,0,0,0.074369917,0.007115935,0,0,0.002408636,1,0,0,0,1,0,0,0,0,0,0,0.894027327,0.105972673,0.894027327,0,0,0.105972673,0,0,0,0.013441745,0,0.900689738,0.040307185,0,0.009657315,0.030231717,0.005672301,2.080837948,2.222222222,1.055356683,1.091315951,2113533.613,104,20322.43859,0.733120616,587274.5186,TRUE,TRUE,TRUE
N09526,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,1.386294361,1.386294361,32804.29116,3,10934.76372,6.29239063,26947.79116,TRUE,TRUE,TRUE
N09679,1,0,0,0.271213175,0.728786825,0,0,0,0,0,1,0,0,0,0.271213175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728786825,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.693147181,0.693147181,15918.47373,2,7959.236863,8.864782403,11601.17393,TRUE,TRUE,TRUE
N09697,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,12,2.564949357,2.564949357,164313.043,20,8215.65215,0.600476739,164313.043,TRUE,TRUE,TRUE
N09963,0.474751233,0.525248767,0.069256065,0.110009164,0.820734771,0,0,0,0,0,1,0,0,0.069256065,0.351043396,0.095758534,0,0,0,0,0,0,0,0,0,0,0,0,0.483942005,1,0,0,0,1,0,0,0,0,0,0,0.571490861,0.428509139,0.164392603,0.407098259,0,0.428509139,0,0,0,0.153049174,0,0.08673705,0.234965009,0,0,0.525248767,0,2.647455316,2.5,1.231327381,1.182150056,167637.0963,21,7982.718872,1.504513861,88585.00669,TRUE,TRUE,TRUE
N09989,0,1,0.860602291,0.139397709,0,0,0,0,0,0,1,0,0,0.860602291,0.139397709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.139397709,0,0,0,0,0,0.860602291,0,0,0,0,0,0,1,0,3,3,1.386294361,1.386294361,42513.68551,2,21256.84276,5.328802418,42513.68551,TRUE,TRUE,TRUE
N09995,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1.386294361,1.386294361,3615.693543,2,1807.846772,4.096657751,3615.693543,TRUE,TRUE,TRUE
N21247,0.967949656,0.032050344,0.112690932,0.530255655,0.320653941,0,0.021540542,0,0.003091522,0.011767408,1,0,0,0.112690932,0.719969233,0,0,0,0,0,0,0.021540542,0,0.004242792,0.003091522,0,0,0.011767408,0.126697571,1,0,0,0,1,0,0,0,0,0,0,0.563154652,0.436845348,0.020764866,0.542389786,0,0.436845348,0,0,0,0.172303757,0,0.011914615,0.783731283,0,0.001459685,0.03059066,0,1.102780858,1.6,0.7256652,0.894637483,5355617.779,292,18341.15678,0.145424243,3039317.396,FALSE,FALSE,TRUE
N21853,0,1,0.003973603,0.503899243,0.485032391,0,0,0,0,0.007094763,1,0,0,0.003973603,0.740334756,0,0,0,0,0,0,0,0,0,0,0,0,0.007094763,0.248596877,1,0,0,0,1,0,0,0,0,0,0,0.014399526,0.985600474,0,0.014399526,0,0.985600474,0,0,0,0,0,0,0,0,0,1,0,3,3,1.386294361,1.386294361,925985.7772,56,16535.46031,0.438878293,871876.4542,TRUE,TRUE,TRUE
N30178,0.156930104,0.843069896,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.156930104,0,0,0.843069896,0,2.686139792,2.333333333,1.277518702,1.155245301,21308.8497,8,2663.606213,2.302372574,14356.8497,TRUE,TRUE,TRUE
N3049B,0.350671317,0.649328683,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.270001761,0,0,0,0.729998239,0,3.325515597,3.5,1.458931068,1.497866137,98937.50433,28,3533.482298,1.11294894,40043.55854,TRUE,TRUE,TRUE
N30531,0.101289955,0.898710045,0,0.156472481,0.843527519,0,0,0,0,0,0.14101975,0.85898025,0,0,0.123854552,0,0,0.107336433,0.751643817,0,0,0,0,0,0,0,0,0,0.017165198,0.991879171,0,0.008120829,0,1,0,0,0,0,0,0,1,0,0.071125399,0.426270494,0.502604107,0,0,0,0,0,0,0,0.101289955,0,0,0.865857446,0.032852599,3.052293116,2.888888889,1.369351083,1.300542012,579873.5075,223,2600.32963,0.439632094,152565.2813,TRUE,TRUE,TRUE
N30929,0.686556996,0.313443004,0,0.21635555,0.78364445,0,0,0,0,0,0.946939339,0.053060661,0,0,0.638874872,0,0,0.024981003,0.028079657,0,0,0,0,0,0,0,0,0,0.308064468,1,0,0,0,1,0,0,0,0,0,0,0.095680479,0.904319521,0.095680479,0,0,0.904319521,0,0,0,0,0,0,0.686556996,0,0,0.313443004,0,1.626886007,2.5,0.910409315,1.213007566,156697.0691,13,12053.6207,1.695201913,127504.2591,TRUE,TRUE,TRUE
N31564,0.872806106,0.127193894,0,0.049362198,0.201132543,0.009760456,0,0,0,0.739744803,0.009760456,0.250494741,0.739744803,0,0,0,0,0.049362198,0.133061303,0.06807124,0,0,0,0,0,0.009760456,0.739744803,0,0,0.085029479,0,0.914970521,0,0.085029479,0,0,0.865608323,0.049362198,0,0,0.948698674,0.051301326,0,0.921779295,0,0.001939129,0.049362198,0.026919379,0,0,0,0.12586352,0.745003457,0.001939129,0.127193894,0,0,1.145831553,1.666666667,0.752276787,0.963457253,17526518.43,8,2190814.804,7.265501837,17526518.43,FALSE,FALSE,TRUE
N3181B,0.897890031,0.102109969,0.925629965,0.060226622,0.014143413,0,0,0,0,0,1,0,0,0.925629965,0.074370035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.028113015,0.869777016,0,0,0.102109969,0,1.210127249,1.571428571,0.765971736,0.891189232,342975.7554,30,11432.52518,2.059674896,187839.572,TRUE,TRUE,TRUE
N32185,0.8653626,0.1346374,0.336046209,0.408668629,0.255285162,0,0,0,0,0,0.810495383,0.189504617,0,0.189169584,0.39784531,0,0.146876626,0,0.002954605,0.039673386,0,0,0,0,0,0,0,0,0.223480489,1,0,0,0,1,0,0,0,0,0,0,1,0,0.854178005,0,0,0,0,0.145821995,0,0,0.014652844,0.817594612,0.033115144,0,0,0.1346374,0,2.641065552,2.625,1.257469109,1.24090051,1468304.539,113,12993.84548,0.766438411,581196.0344,TRUE,TRUE,TRUE
N32205,0.352546469,0.647453531,0.007546765,0.0306996,0.155284902,0.010368391,3.63E-05,0,0.000649752,0.795414292,0.246433062,0.753568876,-1.94E-06,0.001282093,0.021310058,4.69E-05,0.000534364,0.002747374,0.100703998,0.649548458,0.011681841,3.63E-05,3.47E-05,0.000113592,0.000301281,9.89E-06,-1.94E-06,0.211520166,0.000130962,1,0,0,0,1,0,0,0,0,0,0,0.12497738,0.87502262,0.015157605,0.068028034,0.006583259,0.206880192,0.668142428,0.034980768,0.000227714,0.082144123,0.000196385,0.031939728,0.224738933,0,0.419784656,0.129242439,0.111953735,2.540392072,4.871428571,1.165575037,1.61951146,591133948.8,4722,125187.198,0.076805954,307453550.5,FALSE,FALSE,FALSE
N32253,0.898487337,0.101512663,0.001472993,0.001975895,0.003371322,0.000112674,0,0,0,0.993067116,0.018075663,0.981924337,0,0.00141992,0.001995378,0,0,0,0.002681996,0.97924234,0.000165748,0,0,0,0,0,0,0.014494618,0,0.216141612,0.000179116,0.783679272,0,0.216349441,0,0,0.049028577,0.734621981,0,0,0.192199698,0.807800302,0.003109443,0.092126542,5.01E-06,0.026939902,0.780887203,0.050784152,0.046147751,0.04638792,4.26E-05,0.024114067,0.827766232,0.000196572,0.033532357,0.061410897,0.00654937,1.205475858,2.230215827,0.76364453,1.099659917,995091816.4,1168,851962.1716,0.836572084,197783468.3,FALSE,FALSE,FALSE
N32379,0.966144313,0.033855687,0.007908435,0.028714929,0.958736045,0,0,0,0.004640591,0,0.004791272,0.995208728,0,0.000685316,0.004105956,0,0.007223119,0,0.848202419,0.13978319,0,0,0,0,0,0,0,0,0,0.140451846,0.811715722,0.047900191,-6.78E-05,0.951855203,0,0,0.048011181,0.000201375,0,-6.78E-05,1,0,0,0.997055735,0,0,0,0.002944265,0,0.071987284,0.000119496,0.862329,0.030223823,0.000561952,0.00261829,0.030601653,0.001558503,2.292025315,2.473684211,1.10406339,1.147639412,270161661.5,1245,216997.3185,0.684958854,45349069.92,FALSE,FALSE,TRUE
