ContractingOfficeID,pNoEffComp,pEffComp,pPlatEnC,pPlatFnC,pPlatOther,pPlatLand,pPlatWnA,pPaltMnS,pPlatAir,pPlatVessel,pProducts,pServices,pRnD,pPscEnC,pPscOther,pPscFuels,pPscICT,pPscFRSnC,pPscPAMS,pPscERS,pPscEngines,pPscLnM,pPscMED,pPscMnS,pPscAir,pPscLand,pPscRnD,pPscShips,pPscCloth,pPriceFixed,pPriceTime,pPriceCost,pPriceOther,pFeeNone,pFeeRedermination,pFeeEPA,pFeeFixed,pFeeAward,pFeeIncentive,pFeeEffort,pIDV,pAward,pVehFSS,pVehSAC,pVehBPA,pVehPur,pVehDef,pVehMAC,pVehOIDV,pNoCompOther,pNoCompFollowOn,pNoComp1Source,pComp1Offer,pCompNo Comp. (Unlabeled),pComp2Offers,pComp3or4Offers,pComp5pOffers,wavOffers,avOffers,lwavOffers,lavOffers,TotalValue,TotalCount,avSize,lavSize,MaxAnnualValue,Exclude,ExcludeLow,ExcludeHigh
SA7081,0.107139415,0.892860585,0.002299389,0.991536836,0.006163775,0,0,0,0,0,0.013564734,0.986435266,0,0.001755354,0.01180938,0,0.000544036,0.000630946,7.45E-05,0.985185823,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.940427582,0.059572418,0.142404323,0.576634607,0.002232887,0.059572418,0,0.219155765,0,0,0,0.002483372,0.267370696,0.002266601,0.200381463,0.519296536,0.008201331,2.516691904,2.37704918,1.198798679,1.1582924,46990470.99,1824,25762.31962,0.126226839,13580463.25,FALSE,FALSE,TRUE
SA7085,0.278658442,0.721341558,0.000692996,0.985616693,0.013690311,0,0,0,0,0,0.05406628,0.94593372,0,6.16E-05,0.054004676,0,0.000631392,0,0.005008322,0.940294006,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.721278295,0.278721705,0.721278295,0,0,0.278721705,0,0,0,0,0,0,0.721278295,0,0,0.278721705,0,1.55744341,2,0.886342345,1.039720771,72935141.46,728,100185.6339,0.559051099,14941144.75,FALSE,FALSE,TRUE
SC01,0.3704841,0.6295159,0.58096132,0.011739637,0.394902565,0.002932163,0.002748207,5.70E-06,0.006710406,0,0.238027096,0.759593403,0.002379501,0.107964537,0.118845501,0.000156817,0.471539747,0.001030179,0.281187069,0.005836408,0.000366211,0.000548145,0,0.00011935,0.006706017,0.002735598,0.002379501,0,0.000584919,0.157940597,0.600758755,0.241300648,0,0.771064007,0.000349933,0.000916912,0.216662127,0.011007021,0,0,0.905030215,0.094969785,0.10904858,0.662523815,3.19E-05,0.055381603,0.041485461,0.12652139,0.005007252,0.019845353,0.00068716,0.012095692,0.191522679,0.069670736,0.629716853,0.028241598,0.048219929,2.22103414,4.02919708,1.080392851,1.307906135,1153794971,2144,538150.6395,0.229657513,532175782.4,FALSE,FALSE,FALSE
SC02,0.718856875,0.281143125,0.853699574,0.043240697,0.103059728,0,0,0,0,0,0.742714673,0.257285327,0,0.695706068,0.046781497,0,0.157993506,0,0.099486964,-0.000195143,0,0,0,0,0,0,0,0,0.000227107,0.921090708,0.078909292,0,0,1,0,0,0,0,0,0,0.869198281,0.130801719,0.762107148,0.055202598,0,0.130449244,0,0.001642021,0.050598989,0,0,0.248185707,0.208507886,0.292113697,0.10936075,0.047757683,0.094074277,2.289606173,2.434782609,1.092463943,1.131763759,33744647.55,378,89271.55435,0.528497103,13070173.99,FALSE,FALSE,TRUE
SG60,0.540184283,0.459815717,0.02263506,0.02004291,0.152411855,5.09E-05,0.008048789,0.795719198,0.000357578,0.000733733,0.057937568,0.115786907,0.826275526,0.004606532,0.014193211,0,0.018028528,0.008780172,0.080546497,0.008408514,4.28E-05,0,2.32E-05,6.74E-06,0,6.86E-06,0.826275526,0,0.039081407,0.081415988,0.125840359,0.792743653,0,0.229212284,0,4.70E-05,0.221687898,0.521711393,0.027341416,0,0.198964254,0.801035746,0.013302234,0.033624138,0,0.011022598,0.790036613,0.152014417,0,0.05989364,0,0.40742849,0.068322516,0.0338493,0.119227611,0.188389372,0.12288907,11.96893493,44.39655172,1.503947079,2.120699548,8399332503,3950,2126413.292,0.139430085,2550985680,FALSE,FALSE,FALSE
SG62,0.110182784,0.889817216,0.119108709,0.087506122,0.723003493,0,0.06907762,0.001304056,0,0,0.045347295,0.884583216,0.070069488,0.034164562,0.01073003,0,0.084866401,0.008524296,0.691788318,0.099374557,7.77E-05,0,2.96E-05,0,0,0,0.070069488,0,0.000374957,0.07576327,0.067671371,0.856565359,0,0.148086315,0,0,0.433139505,0.351846499,0.066927681,0,0.893944521,0.106055479,0.033990719,0.138531856,4.73E-05,0.010007237,0.096148685,0.716531931,0.004742286,0.052313367,0.001999844,0.005326679,0.032009892,0.01853921,0.593276612,0.226011988,0.070522408,2.592941351,3,1.236851095,1.277243263,415925783.9,1136,366131.852,0.332000525,128211914.5,FALSE,FALSE,FALSE
SP0100,0.32884399,0.67115601,8.85E-06,0.006233495,0.993662205,3.07E-05,5.44E-07,0,6.17E-05,2.60E-06,0.943074732,0.056925268,0,6.71E-06,0.006297743,9.08E-05,0,0,0.056925268,0,5.24E-05,5.44E-07,0,0,1.14E-05,3.07E-05,0,2.60E-06,0.93658185,1,0,0,0,0.944875406,0,0.055124594,0,0,0,0,0.893632587,0.106367413,0.002891222,0.527097629,0,0.00329411,0.103092835,0.363624204,0,0.263796241,0,0.017114274,0.045265079,0.001917476,0.247150166,0.071651104,0.35310566,7.58775958,6.991044776,1.798537832,1.841518227,6958662243,12233,568843.4761,0.064025113,2456925811,FALSE,FALSE,FALSE
SP0103,0.94535068,0.05464932,0.908746102,0.001886666,0.089342309,0,0,0,2.49E-05,0,0.008627755,0.938754126,0.052618118,0.001461685,0.007141146,0,0.907284417,0,0.030350943,0.001118766,0,0,0,0,2.49E-05,0,0.052618118,0,0,0.835895155,0.042736431,0.121368414,0,0.374181844,7.92E-05,0,0.05525282,0,0.570486137,0,0.977645541,0.022354459,0.880375581,0.07817556,0,0.00250804,0.020012024,0.017953059,0.000975736,0.005341606,0,0.010555495,0.925979251,0.003474328,0.017079531,0.003071261,0.034498528,1.238738616,2.354330709,0.751590317,1.018299691,1406021235,976,1440595.528,0.748163768,529572463.1,FALSE,FALSE,FALSE
SP0200,0.069777358,0.930222642,0.001077936,0.010540906,0.988081017,0.000176255,1.93E-05,1.06E-05,7.10E-05,2.31E-05,0.999800458,0.000199542,0,0.000900971,0.011087446,0,0.000115738,0,5.95E-05,2.43E-05,7.10E-05,1.88E-05,0,2.65E-05,6.37E-05,0.000176255,0,2.31E-05,0.987432785,0.999402919,0.000597081,0,0,0.946701332,0.000210364,0.053088304,0,0,0,0,0.9748376,0.0251624,0.006348842,0.839534807,0.000354801,0.008100097,0.017149344,0.128436528,7.56E-05,0.01456132,0,0.0028922,0.050578216,0.001193477,0.222605111,0.115286917,0.592882759,5.440888691,13.77358491,1.648954295,2.03284154,10414205583,358149,29077.85749,0.001691686,3980039247,FALSE,FALSE,FALSE
SP0300,0.072974452,0.927025548,3.68E-06,0.042779598,0.957211302,5.42E-06,0,0,0,0,0.993020684,0.006979316,0,2.89E-06,0.035959278,0,0,0.006979316,0,0,7.88E-07,0,0,0,0,5.42E-06,0,0,0.957052307,1,0,0,0,0.883926718,0,0.116073282,0,0,0,0,0.987322418,0.012677582,0,0.884529792,0,0.001953064,0.010724518,0.102792626,0,0.02818756,0,0.000284248,0.037608245,0.000179701,0.263994717,0.581012102,0.088733428,3.055693304,4.146341463,1.350782807,1.497693971,5092639703,82398,61805.38002,0.008181544,3820366720,FALSE,FALSE,FALSE
SP0303,0.514755635,0.485244365,0.034851288,0.036910236,0.924030332,0.004208144,0,0,0,0,0.970215978,0.029784022,0,0.025061501,0.020995792,0,0.008841996,0.006639872,0.001980505,0.012321649,0,0,0,0,0,0.002888099,0,0,0.921270587,1,0,0,0,0.927889389,0,0.072110611,0,0,0,0,0.598625109,0.401374891,0.071498517,0.527126593,0,0.067105493,0.334269398,0,0,0.076082636,0,0,0.195481497,0.391567016,0.029921596,0.306947254,0,2.209384211,2,1.1155979,1.051499074,44357313.39,750,59143.08452,0.209844761,23219732.26,FALSE,FALSE,TRUE
SP0400,0.731679681,0.268320319,0.168259712,0.109699345,0.121910742,0.015516523,0.002946793,1.72E-05,0.581541071,0.000108601,0.98271989,0.01728011,0,0.072161405,0.20317885,0.002965723,7.37E-05,0.000631093,0.016537695,3.53E-05,0.393793595,0.000321891,2.30E-06,0.001848164,0.304839381,0.003224417,0,0.000108601,0.000277864,0.989896523,0.010103477,0,0,0.897004543,0.011973606,0.082920834,0,0,0.008101017,0,0.92637629,0.07362371,0.013762258,0.875264726,0,0.050063318,0.023611691,0.037169425,0.000128582,0.039714017,0,0.58943491,0.090010659,0.00372188,0.199167314,0.053367853,0.024583368,2.43803415,9.941176471,1.128377352,2.048529441,3103361322,93338,33248.63744,0.004083821,1873981794,FALSE,FALSE,FALSE
SP0405,0.370397408,0.629602592,0.220137633,0.131552913,0.065665912,0.065513766,0.005952829,6.52E-05,0.510571707,0.000540032,1,0,0,0.103744776,0.164222711,0,0,0,0,0,0.346721256,0.000517367,0,0.003249667,0.381004191,0,0,0.000540032,0,0.999420794,0,0.000579206,0,0.998511492,0,0.000909302,0.000579206,0,0,0,0.026057307,0.973942693,0,0.026057307,0,0.674690057,0.299252635,0,0,0.008300245,0,0.158170278,0.090286939,0.107742109,0.496194812,0.056479446,0.082826172,2.701436552,8.07,1.200851298,1.959467431,210666741.1,6424,32793.70191,0.021132835,106720194.3,FALSE,FALSE,FALSE
SP0406,0.264835925,0.735164075,0.297936379,0.16073839,0.462308932,0.000727656,0.003030861,0,0.075241499,1.63E-05,0.999808628,0.000191372,0,0.272145673,0.375836188,0.212478613,0,0,0.000191372,0,0.069240763,0.001942314,0,0.000853459,0.067113679,0.000181657,0,1.63E-05,0,1,0,0,0,0.87375086,0,0.12624914,0,0,0,0,0.370853265,0.629146735,0,0.363623979,0,0.470806156,0.15834058,0.007229285,0,0.053452369,0,0.108197179,0.076433717,0.02627438,0.507677919,0.110303462,0.117660973,3.045673585,8.482142857,1.26885408,1.935854734,285152971.9,8531,33425.50369,0.0258722,165908933.4,FALSE,FALSE,FALSE
SP0407,0.307134146,0.692865854,0.014123927,0.003970861,0.00522571,0.01950682,0.012435142,6.43E-05,0.944538206,0.000135017,1,0,0,0.010788241,0.008534032,0.00045434,0,0,0,0,0.235957552,0.000494978,0,0.002198624,0.737620463,0.003816753,0,0.000135017,0,1,0,0,0,0.998357504,0,0.001642496,0,0,0,0,0.161291737,0.838708263,0.004051832,0.156652632,0,0.584569269,0.254138994,0.000587273,0,0.029081462,0,0.131215374,0.100045789,0.03879091,0.462078864,0.099047889,0.139739712,3.248293481,10.53768844,1.290738071,2.176163562,454535398.6,12549,36220.84617,0.016830652,304359806.9,FALSE,FALSE,FALSE
SP0410,0.276420419,0.723579581,0.027946651,0.10026154,0.82258084,6.99E-05,0.012488792,0,0.03684352,-0.000191229,0.168749272,0.831250728,0,0.01581356,0.088396946,1.92E-05,0.009792033,0.081725321,0.739691594,-0.000136492,2.20E-05,0.012488792,0.000178273,0.014973831,0.036960387,7.30E-05,0,0,1.52E-06,0.395357523,0.604642477,0,0,0.96408213,0.000106777,0.035811093,0,0,0,0,0.746076989,0.253923011,0.121890449,0.574503393,0,0.031709238,0.222213773,0.047996657,0.00168649,0.086470381,0.001960499,0.014196578,0.173561727,0.000313377,0.127195454,0.144030077,0.452271908,5.084476349,5.352517986,1.563260493,1.484596818,197160099.2,2170,90857.18856,0.314141564,111431081.4,FALSE,FALSE,FALSE
SP0411,0.518020425,0.481979575,0.343083327,0.136047187,0.126218044,0.012642068,0.024221577,0.000257967,0.353169884,0.004359947,1,0,0,0.118327152,0.253961993,0.000412787,0,0,0,0,0.292622095,0.002939579,0,0.001366306,0.324630421,0.001379721,0,0.004359947,0,1,0,0,0,1,0,0,0,0,0,0,0.009263255,0.990736745,0.009263255,0,0,0.899168357,0.091568388,0,0,0.051411237,0,0,0.109386057,0.343591742,0.463617878,0.011741082,0.020252005,2.108302234,4.916666667,1.071428726,1.582499024,17149325.24,1177,14570.36979,0.058788084,10848003.81,FALSE,FALSE,TRUE
SP0412,0.432906011,0.567093989,0.115982454,0.063948341,0.357226973,0,0.002034951,0,0.460807282,0,1,0,0,0.029847981,0.418924823,0.002250491,0,0,0,0,0.244627928,0.002034951,0,0,0.302313827,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.967822351,0,0,0,0.032177649,0,0.020356622,0,0.399714166,0.002429907,0,0.146390497,0.054227662,0.376881146,8.395721162,11.77358491,1.98923509,2.310469391,17761615.16,1067,16646.31224,0.073870522,14406709.68,FALSE,FALSE,TRUE
SP0413,0.698666664,0.301333336,0.019953549,0.074483528,0.724228305,0.009194544,0.047927111,0.006590525,0.117622439,0,0.930285144,0.069714856,0,0.019953549,0.7189904,0,0,0,0.069714856,0,0.005587984,0.03121288,0,0.006590525,0.128748685,0.009194544,0,0,0.010006577,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.549793594,0.450206406,0,0,0.392648752,0,0.053611627,0.0917971,0.115684752,0.346257769,0,0,1.790443831,1.666666667,1.013644574,0.963457253,4417996.005,155,28503.20003,0.426834017,3325305.685,TRUE,TRUE,TRUE
SP0414,0.035187122,0.964812878,0.444401666,0.238758428,0.169787163,0.000558842,0.019490559,0,0.126178998,0.000824345,1,0,0,0.266513874,0.402187829,0.000254307,0,0,0,0,0.203816398,0.008273206,0,0.011217353,0.106082272,0,0,0.000824345,0.000830416,1,0,0,0,0.995336751,0.004663249,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.027616239,0.007978071,0.694418887,0.060078864,0.20990794,4.032073741,12.56521739,1.390515467,2.370901702,20075995.64,1551,12943.90434,0.047536224,12470424.26,FALSE,FALSE,TRUE
SP0415,0.801747402,0.198252598,0.785540267,0,0.002483853,0,0,0,0.21197588,0,1,0,0,0.197156638,0.002483853,0,0,0,0,0,0.588383629,0,0,0,0.21197588,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.006907213,0.993092787,0,0.006907213,0,0.399076134,0.594016653,0,0,0,0,0.594016653,0.156970634,0.050760115,0.068543863,0.009642672,0.120066063,4.1572852,5.7,1.350765053,1.758931922,1477784.539,30,49259.48464,1.588115381,1467577.166,TRUE,TRUE,TRUE
SP0416,0.169423262,0.830576738,0.10900306,0,0.088947042,0,0,0,0.802049898,0,1,0,0,0.10900306,0.088947042,0,0,0,0,0,0,0,0,0,0.802049898,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.053666714,0.115756547,0,0.172782968,0.65779377,6.344115358,6.375,1.886761708,1.865386315,174876.6536,12,14573.05446,1.005986824,174876.6536,TRUE,TRUE,TRUE
SP0417,0.813276878,0.186723122,0.111228713,0.067491551,0.016472136,0.009987459,0,0,0.794820141,0,1,0,0,0.011059711,0.083067448,0,0,0,0,0,0.130153909,0,0,0,0.775718931,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.812151673,0.187848327,0,0.812151673,0,0.187848327,0,0,0,0,0,0.787076347,0.01612245,0.032785173,0.071841569,0.037496932,0.05467753,3.670257553,5.705882353,1.418736116,1.766920909,4495806.405,295,15240.02171,0.129584821,3682624.424,TRUE,TRUE,TRUE
SP0418,0.243223317,0.756776683,0.21196557,0.098878229,0.05301573,0,0,0,0.636140471,0,1,0,0,0.21196557,0.15189396,0,0,0,0,0,0,0,0,0,0.636140471,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419507.4858,13,32269.8066,1.783060143,389567.3936,TRUE,TRUE,TRUE
SP0420,0.23304875,0.76695125,0,0,0,0.000328299,0.002900688,0,0.996771013,0,1,0,0,0,0,0,0,0,0,0,0.026377872,0.002900688,0,0,0.97072144,0,0,0,0,0.999671701,0.000328299,0,0,1,0,0,0,0,0,0,0.49406102,0.50593898,0,0.478091835,0,0.470365352,0.035573628,0.015969185,0,0.003974034,0,0.184118613,0.042264586,0.002691517,0.686859768,0.066139039,0.013952443,2.183019903,2.857142857,1.127113641,1.263338003,21546609.71,240,89777.54045,0.314719621,15806186.64,FALSE,FALSE,TRUE
SP0430,0.541318898,0.458681102,0.884187974,0.062751027,0,0,0.002944054,0,0.050116944,0,1,0,0,0.06536212,0.062751027,0,0,0,0,0,0.820234223,0,0,0.002944054,0.048708576,0,0,0,0,1,0,0,0,0.99759109,0,0.00240891,0,0,0,0,0.866297474,0.133702526,0,0.862165808,0,0.083063552,0.050638974,0.004131666,0,0.149358745,0,0.354619751,0.02987056,0.006949383,0.150804786,0.238575273,0.069821502,3.379340518,8.584415584,1.374716178,1.980735711,71265107.87,2803,25424.58361,0.040937299,59795247.7,FALSE,FALSE,FALSE
SP0440,0.404920801,0.595079199,0.004514041,0.764234052,0.10049135,0,0.001096849,0,0.129663708,0,1,0,0,0.003657996,0.837594647,0,0,0,0,0,0.033061056,0.000919512,0,0,0.124766789,0,0,0,0,0.999111158,0,0.000888842,0,0.999111158,0,0,0.000888842,0,0,0,0.907551305,0.092448695,0,0.892976193,0,0.059780799,0.032667896,0.014575112,0,0.000895287,0,0.327830473,0.066902435,0.003978089,0.399906067,0.141442167,0.059045481,2.673711887,8.180555556,1.220551326,1.948791806,54548344.37,1733,31476.2518,0.056921158,43471442.4,FALSE,FALSE,TRUE
SP0441,0.28708135,0.71291865,0.377481581,0.128109326,0.433350072,0.000143033,0.002637837,0,0.056453736,0.001824416,0.999887034,0.000112966,0,0.04487619,0.558892595,0.000467708,0,0,0.000112966,0,0.338381215,0.00248226,0,0.000155576,0.052807073,0,0,0.001824416,0,0.999785566,0,0.000122751,9.17E-05,0.965855262,8.73E-05,0.033843014,0.000122751,0,0,9.17E-05,0.252663386,0.747336614,0.000917085,0.248206568,0,0.454882291,0.292454323,0.003539733,0,0.040104659,0,0.161964217,0.066702096,0.015307993,0.518670916,0.088526952,0.108723167,3.042281354,9.962765957,1.261255598,2.113971165,469575978.8,16196,28993.33038,0.011120861,236644453.6,FALSE,FALSE,FALSE
SP0450,0.23448169,0.76551831,0.000687851,0.153747204,0.827667887,0,0.001810162,0,0.016086896,0,0.998152705,0.001847295,0,0,0.849377841,0.130189955,0,0.001847295,0,0,0.007321366,0.001810162,0,0,0.009453381,0,0,0,0,1,0,0,0,0.866866629,0,0.133133371,0,0,0,0,0.90654984,0.09345016,0,0.888427318,0,0.092762097,0.000688063,0.018122522,0,0.01147569,0,0.156221041,0.06685747,0,0.441189098,0.27016778,0.05408892,2.798028356,7.309090909,1.247572629,1.809453116,15506544.95,775,20008.44509,0.075916355,11824918.2,FALSE,FALSE,TRUE
SP0451,0.628168234,0.371831766,0.910737777,0.03636559,0,0,0,0,0.052083233,0.0008134,1,0,0,0.910169982,0.03636559,0,0,0,0,0,0.000567795,0,0,0,0.052083233,0,0,0.0008134,0,1,0,0,0,1,0,0,0,0,0,0,0.868564825,0.131435175,0,0.857775741,0,0.093440678,0.037994498,0.010789084,0,0.292355464,0,0.309889792,0.011100561,0.014970038,0.286395055,0.025564251,0.059724839,3.249807351,9.68852459,1.284366704,2.07387715,33483067.29,928,36080.89148,0.091390124,28247932.03,FALSE,FALSE,TRUE
SP0460,0.513218551,0.486781449,0.002872819,0.002079182,0.000684603,0,0.001568711,0,0.992794685,0,1,0,0,0.000293757,0.002763785,0,0,0,0,0,0.010238195,9.75E-05,0,0,0.985109804,0.001496958,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.814742804,0.185257196,0,0.805774791,0,0.11254761,0.072709586,0.008968014,0,0.018055574,0,0.43513575,0.051837099,0.008595297,0.269569859,0.150189837,0.066616584,3.068844107,7.926470588,1.305965977,1.952918668,43766185.76,959,45637.31571,0.075207175,31775243.09,FALSE,FALSE,TRUE
SP0470,0.439797511,0.560202489,0.042526664,0.001311337,0,0,0.000151931,0,0.956010069,0,1,0,0,0.006753714,0.001311337,0,0,0,0,0,0.035902039,0,0,0,0.956032911,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.689116094,0.310883906,0,0.684985676,0,0.256177299,0.054706607,0.004130417,0,0.006976834,0,0.340442198,0.072284375,0.021547714,0.205427833,0.155433735,0.197887311,4.415441636,9.473684211,1.507660984,2.089537472,25006876.23,753,33209.66299,0.114252234,15768872.12,FALSE,FALSE,TRUE
SP0475,0.558596571,0.441403429,0.008066474,0.003095017,0,0.000198403,0.013955486,0,0.974684619,0,1,0,0,0.007201818,0.003095017,0,0,0,0,0,0.001939517,0.000339231,0,0,0.987226014,0.000198403,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.848281125,0.151718875,0,0.669505273,0,0.143202819,0.008516056,0.178775853,0,0.155048948,0,0.367136912,0.047935788,0.005609611,0.280072859,0.055655761,0.08854012,3.425179109,8.709090909,1.324568513,2.032068756,28354333.74,789,35937.05163,0.095998648,22933202.76,FALSE,FALSE,TRUE
SP0480,0.443816272,0.556183728,0.004833265,0.005332389,0.005764347,0.186485503,0.005496936,0.001505346,0.790582213,0,1,0,0,0.001733099,0.011096736,0,0,0,0,0,0.976926673,0.005496936,0,0.001505346,0.00324121,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.680516535,0.319483465,0,0.666556288,0,0.156941626,0.162541839,0.013960247,0,0.000579359,0,0.351588149,0.065771458,0.024268032,0.449234624,0.033748567,0.07480981,2.755296705,7.62,1.209163227,1.886391916,26903341.52,583,46146.3834,0.17336148,18643118.66,FALSE,FALSE,TRUE
SP0490,0.865616854,0.134383146,0.014660667,0.806012874,0.03685108,0.010948819,0.005542679,0,0.125538683,0.000445197,0.970784999,0.029215001,0,0.007208432,0.789812928,0,0,0,0.029215001,0,0.007500282,0.003716536,0,0.023201556,0.125490636,0.010948819,0,0.000445197,0.002460614,0.998650134,0,0.001349866,0,1,0,0,0,0,0,0,0.431528564,0.568471436,0.41359658,0.008981697,0,0.080893851,0.487804745,0.008723127,0,0.357535176,0,0.101585848,0.441060248,0.019239418,0.065538677,0.014028805,0.001011828,1.230871809,2.852941176,0.768204245,1.093990049,166912022,693,240854.2887,0.304181102,79870487.33,FALSE,FALSE,FALSE
SP0499,0.919968071,0.080031929,0.055634925,0,0.077623957,0,0,0,0.866741118,0,0.985175257,0.014824743,0,0.05422601,0.016268889,0.046530325,0,0,0.014824743,0,0.004763076,0,0,0,0.863386957,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.334580957,0.665419043,0,0,0.907601315,0,0,0.012366756,0,0.072107499,0.005807556,0.002116874,2.089819318,3.25,1.095302925,1.339970487,11267386.24,125,90139.08992,0.652246548,9094565.606,FALSE,FALSE,TRUE
SP0500,0.116328397,0.883671603,0.035264935,0.542436929,0.354594761,0.003480976,0.00022234,1.68E-05,0.002298915,0.061684341,0.96798077,0.03201923,0,0.03517759,0.86163046,6.17E-06,4.51E-05,0.030355945,0.001618218,0,0.001242823,0.000224116,0,1.75E-05,0.001118376,0.003460884,0,0.061684341,0.003418538,0.886320545,0.113679455,0,0,0.507203905,0.00050327,0.491914277,0,0,0.000378549,0,0.975543194,0.024456806,0.00391051,0.788769965,0,0.02367344,0.000829131,0.182816954,0,0.002061146,0.000102382,0.045182277,0.049564661,0.000403199,0.422638338,0.069520778,0.410527218,5.418471584,10.13227513,1.61809127,2.075404721,7190306363,201717,35645.51507,0.00267508,3115292984,FALSE,FALSE,FALSE
SP0510,0.40708637,0.59291363,0.071827647,0.399502918,0.521390101,0.000910336,0.005802959,0.000334825,0.000231214,0,0.65481821,0.34518179,0,0.071827647,0.575711229,0,0,0.34518179,0,0,0,0.005802959,0,0.000334825,0.000231214,0.000910336,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.000187683,0.999812317,0,0.000187683,0,0.849875345,0.149936972,0,0,0.37002911,0,0.000470404,0.031401316,0.005253169,0.361702207,0.067367279,0.163776514,3.486779531,9.115942029,1.368431452,2.088418772,25785548.48,747,34518.80654,0.166280099,12483669.41,FALSE,FALSE,TRUE
SP0530,0.274980191,0.725019809,0.034120432,0.666495845,0.233668236,0.037349216,0.000898338,8.80E-05,0.002138399,0.025241502,0.999808071,0.000191929,0,0.034120432,0.899836566,0,0,0.000140231,5.17E-05,0,0.000128503,0.000851859,0,0,0.002227777,0.037295933,0,0.025211414,0.000135586,0.999195717,0.000804283,0,0,0.98216653,0,0.01783347,0,0,0,0,0.145400621,0.854599379,0.009342836,0.106753986,0,0.599461449,0.255137929,0.0293038,0,0.026927942,0,0.014225732,0.184855724,0.061467897,0.417671795,0.091607898,0.203243012,3.453176792,7.5390625,1.303159529,1.855162605,176896609.5,3923,45092.17677,0.047072715,110762419.3,FALSE,FALSE,FALSE
SP0540,0.035971151,0.964028849,0.002826812,0.006347414,0.976910751,0.000122123,0.012875175,0.000917725,0,0,1,0,0,0.002826812,0.983258165,0,0,0,0,0,0,0.012875175,0,0.000917725,0,0.000122123,0,0,0,0.999589432,0.000410568,0,0,0.997165514,0.00069616,0.002138327,0,0,0,0,0.009574648,0.990425352,0,0.008229623,0,0.960598328,0.029827024,0.001345025,0,0,0,0,0.023888589,0.011502891,0.650511087,0.070400936,0.243696498,4.194169895,14.43939394,1.428820127,2.378224251,139647249.7,12012,11625.64517,0.007672936,101687542.6,FALSE,FALSE,FALSE
SP0560,0.066871692,0.933128308,0.0328827,0.05969383,0.897981495,0.00242194,0.005911,0.000848448,0,0.000260587,1,0,0,0.0328827,0.957104079,0.000571245,0,0,0,0,0,0.005911,0,0.000848448,0,0.00242194,0,0.000260587,0,1,0,0,0,0.995385575,0,0.004614425,0,0,0,0,0.011696642,0.988303358,0,0.008178039,0,0.832579074,0.155724284,0.003518603,0,0.002253397,0,0.003708896,0.051460916,0.009624233,0.688528048,0.045621773,0.198802737,3.820183518,15.43333333,1.351505384,2.4392522,153083853.9,9263,16526.37956,0.013682131,105596135.1,FALSE,FALSE,FALSE
SP0570,0.168086714,0.831913286,0.297076346,0.515535637,0.18150986,0.001652972,0.002257102,0.00046287,0.000626447,0.000878766,1,0,0,0.296939654,0.693995211,0.003023054,0,0,0,0,0.000150474,0.002257102,0,0.00046287,0.000626447,0.001652972,0,0.000864985,2.72E-05,0.999226307,0,0.000773693,0,0.991083563,0,0.008142744,0.000773693,0,0,0,0.018627954,0.981372046,0,0.015400175,0,0.569358066,0.41201398,0.003227779,0,0.024944748,0,0.014807176,0.13023033,0.013449007,0.633203278,0.114267417,0.069098043,2.601828996,10.65833333,1.183200755,2.133362512,319614813.4,9853,32438.32471,0.016563615,211627567.6,FALSE,FALSE,FALSE
SP0580,0.373839964,0.626160036,0.291672956,0.208197592,0.491492081,0.002738019,0.003117582,0,0,0.002781769,1,0,0,0.291672956,0.699689674,0,0,0,0,0,0,0.003117582,0,0,0,0.002738019,0,0.002781769,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.21757455,0.153599044,0.3613549,0.029033913,0.238437593,3.928154764,8.692307692,1.354949059,2.001511234,4401970.106,246,17894.18742,0.170850804,2801489.691,TRUE,TRUE,TRUE
